customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3135-NZJXX,Female,0,Yes,Yes,22,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,66.55,1531.84,No
2269-MGLSW,Male,0,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,67.27,989.83,No
8058-TBLJW,Male,0,No,No,54,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),24.43,1278.87,Yes
3839-TNVAC,Male,0,Yes,No,17,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.67,1346.69,Yes
1782-DZINI,Female,0,No,Yes,16,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,34.46,548.68,Yes
6664-ICWFN,Female,0,No,No,51,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),64.72,3305.25,No
7727-WOKTQ,Female,0,No,No,44,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),79.45,3479.04,Yes
3662-JLVKV,Male,0,Yes,No,55,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),23.52,1276.91,No
4587-BROKY,Male,0,No,Yes,53,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,74.18,4001.46,No
4368-BYVDK,Male,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,110.62,771.0,No
5405-GWIKR,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,31.67,489.15,Yes
8361-JOBDM,Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,110.68,2885.55,No
3450-KOQNI,Male,1,No,No,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),100.53,3691.79,Yes
2129-AQBFJ,Female,1,Yes,Yes,21,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),72.18,1525.26,Yes
3800-KSIDN,Female,0,No,No,71,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,30.65,2098.01,Yes
2247-SYFZE,Female,0,Yes,No,66,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,91.07,6034.3,Yes
6251-TMSVX,Female,1,No,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,83.39,3021.58,No
9553-YHZYN,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,85.28,6123.49,No
1464-OLWUU,Male,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,31.07,1359.58,No
3637-JCCBO,Female,1,Yes,No,35,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,67.45,2366.39,No
9798-IEPXS,Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,84.01,2059.87,No
7585-PUBEX,Female,0,No,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),65.05,2612.16,No
3804-DOVMW,Female,0,Yes,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,77.61,825.68,Yes
2698-ROQWK,Female,0,Yes,No,55,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),75.0,4178.91,No
7929-SZQVG,Male,1,No,No,50,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),61.11,3078.2,No
1282-BTMUO,Female,0,Yes,No,49,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,33.26,1736.08,No
7185-DKIED,Female,0,No,No,51,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),100.08,5097.55,No
4800-ZMLLX,Female,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),82.81,2590.45,Yes
3040-EYOCT,Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,82.76,1909.89,No
8191-OTPTJ,Male,0,No,Yes,57,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,23.4,1308.44,No
1575-QTRQV,Female,0,No,Yes,39,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),94.18,3698.08,No
8482-FTDFC,Male,1,No,Yes,37,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),39.86,1524.49,No
7159-SQSQR,Male,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),87.14,220.51,No
9698-DXPQW,Male,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,86.92,1357.14,Yes
9029-IJEAY,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,27.16,40.54,No
3546-JZAPA,Male,0,No,Yes,22,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),71.78,1557.96,Yes
8503-NFMSA,Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,89.79,2598.26,Yes
6284-JCAYF,Male,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,96.69,930.01,Yes
3386-MRUDA,Male,0,No,No,64,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,59.67,3800.51,No
4093-VAYSU,Male,0,Yes,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,20.52,489.72,Yes
8689-PPVMG,Male,0,Yes,No,51,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.89,4576.01,Yes
4816-NJRRH,Female,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.62,2786.26,Yes
3416-XEZUC,Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,42.03,1348.04,No
6309-CWDTP,Male,0,No,No,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.45,2904.97,Yes
2701-IETLO,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.12,1262.62,No
9667-HAUVT,Female,0,Yes,No,4,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),67.65,228.31,Yes
5853-AZDIU,Male,1,Yes,No,52,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,56.87,2843.57,No
5191-ONPLA,Male,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,109.69,5819.97,No
8929-WXHVS,Male,0,Yes,Yes,22,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),60.88,1334.95,Yes
3937-KWZWT,Female,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,55.58,501.63,No
8121-RXOWH,Female,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.63,1400.38,Yes
7069-TIWGY,Male,0,No,No,61,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),62.77,3800.93,No
1243-YSLUW,Male,0,No,No,26,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),68.14,1838.55,Yes
5901-AMZHM,Male,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.01,550.82,Yes
4457-KABZT,Female,0,Yes,No,26,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,91.72,2440.37,Yes
4840-IZRTR,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),41.79,417.05,No
9359-SDRXB,Female,0,Yes,No,56,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),113.33,6279.12,No
4609-MDQAG,Female,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,81.82,2359.96,Yes
8935-BPCVT,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,28.34,102.83,No
3592-BGDGI,Male,0,No,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),95.23,2662.37,Yes
5951-XKYKD,Male,0,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,88.8,1137.54,Yes
6242-XCQNM,Male,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),87.95,2095.4,Yes
4042-RWUGB,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),97.04,933.43,Yes
8759-JUVFT,Female,1,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,82.59,3897.51,Yes
4043-HVILW,Male,0,No,No,37,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),19.71,651.15,Yes
3796-BJYXP,Male,0,No,No,70,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,84.59,5959.48,No
1440-LLYMZ,Female,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,98.89,1283.11,Yes
6103-HBPMX,Male,0,Yes,Yes,29,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,73.3,2128.54,Yes
6335-BKDPB,Female,0,No,No,39,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),36.52,1542.47,Yes
7220-ADMCN,Male,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),85.94,974.03,No
2855-KMPPV,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),22.75,287.95,No
6848-KANJT,Male,0,Yes,No,0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,64.45,16.03,Yes
7594-EVFPV,Male,0,Yes,No,67,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,66.35,4446.34,Yes
2940-JMQHE,Male,0,No,No,48,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),117.2,5654.58,No
6997-OSXPJ,Male,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,36.26,621.15,No
8492-JKLRP,Male,0,No,No,35,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,72.5,2475.96,No
5388-LCLMZ,Female,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,88.07,5523.55,No
6701-IDSPH,Female,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.48,582.1,No
6209-RIEDP,Female,0,No,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),109.24,3408.38,No
2169-PJALX,Female,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,88.45,6352.12,Yes
4905-TUOTL,Female,0,Yes,No,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,81.11,1832.31,No
4110-XTZBB,Male,0,No,No,46,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,82.86,3850.85,No
6921-SPZRD,Male,1,Yes,No,19,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,29.63,511.39,Yes
9357-GAXIS,Female,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),114.76,3745.24,No
7770-SVPYU,Male,0,Yes,Yes,29,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),62.61,1766.11,No
2419-KWTZR,Female,0,Yes,No,36,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,75.8,2722.57,No
6637-OSIZN,Female,0,Yes,No,52,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,43.63,2296.63,No
6438-TMDSS,Male,1,Yes,No,68,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,29.25,2058.26,Yes
9093-BTRCC,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,97.57,726.23,No
2048-LLUJO,Male,0,Yes,No,0,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,77.3,0.0,No
4308-XMWLK,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,57.4,291.16,No
8089-TVXNM,Male,0,Yes,No,61,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,34.0,2043.55,No
6663-SWHSO,Female,1,No,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),59.1,3396.03,No
2682-MHNDB,Female,0,No,No,72,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),18.3,1319.84,No
1701-SWULU,Female,1,No,No,7,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),116.39,925.66,No
3650-JMKAC,Male,0,No,No,63,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),81.93,5158.02,No
4092-IXBNA,Male,0,No,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),47.11,284.14,No
1383-OCPSE,Female,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,105.27,168.69,No
2755-JNEOH,Male,0,Yes,Yes,57,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Mailed check,27.5,1568.65,No
2042-YLSUC,Male,0,Yes,Yes,31,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),40.4,1301.89,No
4932-ZZGJC,Male,0,No,No,67,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,50.55,3344.77,No
3562-SPFZA,Female,0,Yes,Yes,48,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,109.21,5234.73,No
4474-LEWXV,Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),43.7,1600.22,Yes
5121-XUMQI,Male,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),60.27,78.37,Yes
2880-SMCYF,Female,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),80.29,531.59,No
5296-WITSB,Male,0,No,Yes,45,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,96.12,4324.75,No
1317-CISUC,Male,0,Yes,Yes,64,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),85.01,5463.08,No
5502-XBUMQ,Male,0,Yes,No,48,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.92,4231.8,Yes
4928-BBJVP,Male,0,No,No,28,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Electronic check,93.01,2524.85,No
4189-RUKIB,Female,1,Yes,No,28,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),77.3,2167.37,No
9694-EJFSX,Female,0,No,Yes,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.29,2302.8,Yes
9307-XNWPL,Female,0,No,No,27,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,101.84,2799.57,Yes
7577-PBNUA,Male,0,Yes,No,25,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,90.05,2259.36,No
2087-LTGDA,Male,0,No,Yes,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,66.26,1886.75,No
7291-ANTFU,Male,1,No,No,10,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,103.7,1023.94,No
7282-WEDSC,Female,0,Yes,No,33,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,35.77,1235.14,Yes
5990-GBUYA,Male,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,107.21,5080.97,Yes
5857-VAGBL,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.12,916.65,No
2646-AUGVA,Female,0,No,No,71,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),42.99,3064.9,No
6800-IBVQN,Female,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),44.73,1751.85,Yes
4216-USZKN,Female,0,Yes,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,24.47,717.46,No
8076-FTIGK,Female,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,48.15,3061.35,Yes
3250-QMHXS,Female,1,No,No,38,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Mailed check,45.97,1787.93,No
6645-KCITF,Male,0,Yes,No,23,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),77.56,1758.13,No
3107-PZJWT,Male,0,No,No,67,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),78.41,5243.08,No
6230-EKMCP,Female,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,73.44,1613.41,No
2125-UDNEU,Female,0,No,No,60,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),81.6,4865.54,No
8154-PRHSN,Male,1,Yes,Yes,26,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,22.06,557.68,No
2904-NNRVP,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,88.58,1289.72,Yes
2895-BWIAA,Female,0,Yes,No,44,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),113.82,5063.08,Yes
7110-VBODD,Male,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,81.84,2070.93,No
4249-HHTVX,Female,0,No,No,72,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),46.07,3389.08,No
9163-NOGHQ,Female,1,No,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,49.25,281.98,No
7478-MSUZK,Female,0,No,No,58,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,95.36,5622.78,No
5524-OEAHV,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,29.26,2009.21,No
3031-HACCC,Male,1,No,No,34,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,55.64,1914.89,Yes
8114-IDKFR,Male,1,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),37.23,2515.53,Yes
7381-KNXUX,Female,0,No,Yes,45,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,38.21,1687.18,No
6165-ZTPMS,Female,0,Yes,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.36,1011.89,No
2567-GMNZR,Male,0,Yes,No,23,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),107.65,2468.92,No
1716-HDABM,Female,0,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),50.03,463.33,Yes
2583-YVTSM,Female,1,No,No,37,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,57.09,2198.7,Yes
2160-YQHSJ,Female,0,No,Yes,69,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,20.59,1455.78,No
7123-HYPTA,Female,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),27.6,1219.57,No
2366-GSJMS,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,40.47,338.93,No
3983-NKVUG,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,35.3,1736.99,No
3108-VQPGP,Female,0,Yes,Yes,68,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),102.78,7020.26,No
3552-HXYKI,Male,0,No,No,47,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),114.11,5313.51,No
7071-NTDOJ,Female,0,No,Yes,38,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),112.47,4368.82,No
6784-JTXPV,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),39.58,232.67,Yes
6442-JQPKE,Female,0,Yes,No,10,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),30.79,301.25,Yes
2656-PRADE,Male,0,Yes,Yes,59,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.66,4950.18,No
1586-MCZZH,Female,0,Yes,No,26,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,46.21,1140.13,No
1247-IXUZF,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,23.7,168.43,Yes
2733-YCKAZ,Female,0,Yes,No,59,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,74.81,4440.32,No
2137-MFEFN,Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,44.91,2130.17,Yes
7848-RULFY,Female,0,No,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,50.2,3264.42,No
3817-YDSDF,Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,78.08,5341.38,No
8473-VTCPU,Male,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),88.43,4701.83,No
